ID,Y,M,D,HH,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Daily Summary
833,2006,8,13,16,Partly Cloudy,rain,21.06666666666667,21.06666666666667,0.73,9.0643,132.0,11.27,1009.53,Mostly cloudy throughout the day.
834,2006,8,13,17,Mostly Cloudy,rain,20.05,20.05,0.78,0.3703,167.0,11.0768,1009.78,Mostly cloudy throughout the day.
835,2006,8,13,18,Overcast,rain,20.0,20.0,0.83,0.0644,255.0,11.27,1009.83,Mostly cloudy throughout the day.
836,2006,8,13,19,Overcast,rain,18.86666666666666,18.86666666666666,0.9,0.0322,17.0,11.27,1010.18,Mostly cloudy throughout the day.
837,2006,8,13,20,Overcast,rain,17.955555555555552,17.955555555555552,0.96,3.783500000000001,89.0,11.0768,1010.43,Mostly cloudy throughout the day.
838,2006,8,13,21,Overcast,rain,17.711111111111112,17.711111111111112,0.97,12.2199,129.0,11.2056,1010.09,Mostly cloudy throughout the day.
839,2006,8,13,22,Overcast,rain,17.733333333333334,17.733333333333334,0.93,10.6099,130.0,11.9784,1009.92,Mostly cloudy throughout the day.
840,2006,8,13,23,Overcast,rain,16.79444444444444,16.79444444444444,0.97,5.3935,143.0,8.05,1010.08,Mostly cloudy throughout the day.
841,2006,8,14,0,Overcast,rain,16.666666666666668,16.666666666666668,0.97,6.1824,159.0,7.969500000000001,1010.49,Mostly cloudy until night.
842,2006,8,14,1,Overcast,rain,16.16111111111111,16.16111111111111,0.97,6.295100000000001,169.0,6.118,1010.1,Mostly cloudy until night.
843,2006,8,14,2,Overcast,rain,17.01111111111111,17.01111111111111,0.91,5.4096,178.0,13.685,1013.23,Mostly cloudy until night.
844,2006,8,14,3,Overcast,rain,16.116666666666664,16.116666666666664,0.97,2.8658,283.0,6.118,1010.3,Mostly cloudy until night.
845,2006,8,14,4,Overcast,rain,16.116666666666664,16.116666666666664,0.97,2.8497000000000003,306.0,6.0697,1010.48,Mostly cloudy until night.
846,2006,8,14,5,Overcast,rain,15.555555555555555,15.555555555555555,0.96,5.8121,224.0,6.5849,1010.86,Mostly cloudy until night.
847,2006,8,14,6,Clear,rain,14.005555555555556,14.005555555555556,1.0,3.0751,199.0,5.9731000000000005,1010.7,Mostly cloudy until night.
848,2006,8,14,7,Partly Cloudy,rain,16.116666666666664,16.116666666666664,0.93,9.3541,210.0,5.9731000000000005,1011.39,Mostly cloudy until night.
849,2006,8,14,8,Mostly Cloudy,rain,16.049999999999997,16.049999999999997,0.93,9.0643,220.0,3.6708,1011.92,Mostly cloudy until night.
850,2006,8,14,9,Mostly Cloudy,rain,16.211111111111112,16.211111111111112,0.99,7.583100000000001,230.0,4.9910000000000005,1012.57,Mostly cloudy until night.
851,2006,8,14,10,Overcast,rain,17.805555555555557,17.805555555555557,0.89,7.728,200.0,11.27,1013.15,Mostly cloudy until night.
852,2006,8,14,11,Mostly Cloudy,rain,18.883333333333333,18.883333333333333,0.84,5.2325,217.0,10.8997,1013.59,Mostly cloudy until night.
853,2006,8,14,12,Mostly Cloudy,rain,20.18888888888889,20.18888888888889,0.77,7.8729,202.0,11.27,1013.43,Mostly cloudy until night.
854,2006,8,14,13,Mostly Cloudy,rain,22.266666666666666,22.266666666666666,0.67,11.0607,208.0,11.27,1013.32,Mostly cloudy until night.
855,2006,8,14,14,Partly Cloudy,rain,22.355555555555554,22.355555555555554,0.7,12.9766,198.0,11.4471,1013.49,Mostly cloudy until night.
856,2006,8,14,15,Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.54,10.8675,209.0,11.27,1013.22,Mostly cloudy until night.
857,2006,8,14,16,Partly Cloudy,rain,23.88888888888889,23.88888888888889,0.58,9.5312,201.0,11.27,1012.83,Mostly cloudy until night.
858,2006,8,14,17,Partly Cloudy,rain,22.955555555555552,22.955555555555552,0.56,11.8013,165.0,11.4471,1012.85,Mostly cloudy until night.
859,2006,8,14,18,Partly Cloudy,rain,22.47777777777777,22.47777777777777,0.58,10.8192,159.0,11.125100000000002,0.0,Mostly cloudy until night.
860,2006,8,14,19,Partly Cloudy,rain,20.85555555555556,20.85555555555556,0.7,4.588500000000001,148.0,11.27,1012.28,Mostly cloudy until night.
861,2006,8,14,20,Mostly Cloudy,rain,19.16111111111111,19.16111111111111,0.82,0.7728,121.0,9.982,1012.44,Mostly cloudy until night.
862,2006,8,14,21,Partly Cloudy,rain,17.733333333333334,17.733333333333334,0.84,9.1126,111.0,9.982,1012.44,Mostly cloudy until night.
863,2006,8,14,22,Mostly Cloudy,rain,18.238888888888887,18.238888888888887,0.81,6.2468,111.0,15.826300000000002,1012.62,Mostly cloudy until night.
864,2006,8,14,23,Mostly Cloudy,rain,17.816666666666663,17.816666666666663,0.88,1.6261,289.0,14.9569,1013.45,Mostly cloudy until night.
865,2006,8,15,0,Mostly Cloudy,rain,17.711111111111112,17.711111111111112,0.84,12.9444,309.0,15.826300000000002,1013.41,Partly cloudy until evening.
866,2006,8,15,1,Overcast,rain,17.200000000000003,17.200000000000003,0.9,3.0912,104.0,15.7297,1013.5,Partly cloudy until evening.
867,2006,8,15,2,Partly Cloudy,rain,15.305555555555555,15.305555555555555,0.9,2.6243,126.0,14.168000000000005,1015.55,Partly cloudy until evening.
868,2006,8,15,3,Mostly Cloudy,rain,16.549999999999997,16.549999999999997,0.93,3.2522,142.0,15.826300000000002,1013.21,Partly cloudy until evening.
869,2006,8,15,4,Mostly Cloudy,rain,16.094444444444445,16.094444444444445,0.96,6.0053,338.0,14.9086,1013.21,Partly cloudy until evening.
870,2006,8,15,5,Mostly Cloudy,rain,15.550000000000002,15.550000000000002,0.93,2.4633000000000003,316.0,14.0875,1013.5,Partly cloudy until evening.
871,2006,8,15,6,Mostly Cloudy,rain,14.933333333333334,14.933333333333334,0.93,4.7334000000000005,191.0,9.9015,1013.79,Partly cloudy until evening.
872,2006,8,15,7,Partly Cloudy,rain,17.08888888888889,17.08888888888889,0.93,7.905100000000001,201.0,9.982,1014.1,Partly cloudy until evening.
873,2006,8,15,8,Partly Cloudy,rain,18.65555555555555,18.65555555555555,0.85,7.3738,223.0,10.3523,1014.13,Partly cloudy until evening.
874,2006,8,15,9,Partly Cloudy,rain,19.81111111111111,19.81111111111111,0.79,11.0768,270.0,11.2056,1014.61,Partly cloudy until evening.
875,2006,8,15,10,Partly Cloudy,rain,21.06111111111111,21.06111111111111,0.73,7.792400000000001,264.0,11.2056,0.0,Partly cloudy until evening.
876,2006,8,15,11,Partly Cloudy,rain,22.20555555555556,22.20555555555556,0.63,11.1734,254.0,11.3988,1015.48,Partly cloudy until evening.
877,2006,8,15,12,Partly Cloudy,rain,22.75,22.75,0.57,12.558,279.0,11.4471,1015.0,Partly cloudy until evening.
878,2006,8,15,13,Partly Cloudy,rain,23.79444444444444,23.79444444444444,0.54,13.6045,279.0,11.4471,1015.18,Partly cloudy until evening.
879,2006,8,15,14,Partly Cloudy,rain,23.48333333333333,23.48333333333333,0.51,10.835300000000002,255.0,15.3111,1015.29,Partly cloudy until evening.
880,2006,8,15,15,Partly Cloudy,rain,23.96111111111111,23.96111111111111,0.53,10.787,239.0,11.2056,1015.17,Partly cloudy until evening.
881,2006,8,15,16,Partly Cloudy,rain,24.95,24.95,0.5,10.8031,229.0,11.2056,1014.96,Partly cloudy until evening.
882,2006,8,15,17,Partly Cloudy,rain,23.95555555555556,23.95555555555556,0.53,12.3004,220.0,11.2056,1014.66,Partly cloudy until evening.
883,2006,8,15,18,Partly Cloudy,rain,23.95555555555556,23.95555555555556,0.5,12.2843,229.0,11.2056,1014.77,Partly cloudy until evening.
884,2006,8,15,19,Partly Cloudy,rain,23.86111111111111,23.86111111111111,0.54,3.0912,246.0,11.2056,1014.68,Partly cloudy until evening.
885,2006,8,15,20,Partly Cloudy,rain,19.26666666666667,19.26666666666667,0.75,0.5474000000000001,291.0,10.3523,1015.04,Partly cloudy until evening.
886,2006,8,15,21,Partly Cloudy,rain,17.288888888888888,17.288888888888888,0.87,3.1073,63.0,9.982,1015.58,Partly cloudy until evening.
887,2006,8,15,22,Clear,rain,16.622222222222224,16.622222222222224,0.93,3.1395,148.0,15.826300000000002,1015.88,Partly cloudy until evening.
888,2006,8,15,23,Clear,rain,16.67222222222222,16.67222222222222,0.87,3.3005,107.0,14.9569,1015.95,Partly cloudy until evening.
889,2006,8,16,0,Partly Cloudy,rain,15.072222222222225,15.072222222222225,0.93,2.2862,98.0,15.826300000000002,1015.99,Partly cloudy throughout the day.
890,2006,8,16,1,Partly Cloudy,rain,14.516666666666667,14.516666666666667,0.93,3.0268,111.0,14.9086,1015.89,Partly cloudy throughout the day.
891,2006,8,16,2,Partly Cloudy,rain,17.84444444444445,17.84444444444445,0.8,12.3326,136.0,14.9569,1012.82,Partly cloudy throughout the day.
892,2006,8,16,3,Partly Cloudy,rain,14.444444444444445,14.444444444444445,0.93,3.1556,138.0,14.9086,1015.98,Partly cloudy throughout the day.
893,2006,8,16,4,Partly Cloudy,rain,13.88888888888889,13.88888888888889,0.96,3.1234,128.0,14.9086,1015.71,Partly cloudy throughout the day.
894,2006,8,16,5,Mostly Cloudy,rain,14.43333333333333,14.43333333333333,0.9,5.6028,121.0,14.0875,1015.63,Partly cloudy throughout the day.
895,2006,8,16,6,Mostly Cloudy,rain,14.927777777777775,14.927777777777775,0.87,4.6207,129.0,11.0446,1015.59,Partly cloudy throughout the day.
896,2006,8,16,7,Partly Cloudy,rain,17.044444444444444,17.044444444444444,0.82,8.9999,149.0,11.2056,1015.49,Partly cloudy throughout the day.
897,2006,8,16,8,Partly Cloudy,rain,18.788888888888884,18.788888888888884,0.78,8.694,153.0,11.0285,1015.64,Partly cloudy throughout the day.
898,2006,8,16,9,Partly Cloudy,rain,21.16111111111111,21.16111111111111,0.73,12.3004,140.0,11.2056,1015.46,Partly cloudy throughout the day.
899,2006,8,16,10,Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.62,12.7029,120.0,11.2056,1015.35,Partly cloudy throughout the day.
900,2006,8,16,11,Partly Cloudy,rain,24.966666666666665,24.966666666666665,0.56,15.3594,146.0,10.3523,1015.21,Partly cloudy throughout the day.
901,2006,8,16,12,Partly Cloudy,rain,26.13333333333334,26.13333333333334,0.47,14.441700000000004,130.0,10.0464,1014.56,Partly cloudy throughout the day.
902,2006,8,16,13,Partly Cloudy,rain,27.22222222222222,27.261111111111106,0.44,15.8907,149.0,10.0464,1014.36,Partly cloudy throughout the day.
903,2006,8,16,14,Partly Cloudy,rain,27.73888888888889,27.355555555555554,0.39,14.6349,140.0,10.4006,1014.11,Partly cloudy throughout the day.
904,2006,8,16,15,Partly Cloudy,rain,27.77777777777778,27.5,0.4,15.922900000000002,150.0,9.982,1013.56,Partly cloudy throughout the day.
905,2006,8,16,16,Partly Cloudy,rain,27.800000000000004,27.399999999999995,0.39,15.778000000000002,169.0,9.982,1013.07,Partly cloudy throughout the day.
906,2006,8,16,17,Partly Cloudy,rain,27.872222222222224,27.37777777777778,0.37,13.5723,149.0,10.3523,1012.83,Partly cloudy throughout the day.
907,2006,8,16,18,Mostly Cloudy,rain,26.15555555555555,26.15555555555555,0.43,10.722600000000002,138.0,9.982,1012.55,Partly cloudy throughout the day.
908,2006,8,16,19,Mostly Cloudy,rain,23.97777777777777,23.97777777777777,0.54,7.985600000000001,121.0,9.982,1012.46,Partly cloudy throughout the day.
909,2006,8,16,20,Mostly Cloudy,rain,22.57222222222222,22.57222222222222,0.58,10.6421,118.0,10.3523,1012.52,Partly cloudy throughout the day.
910,2006,8,16,21,Mostly Cloudy,rain,21.13888888888889,21.13888888888889,0.6,10.8997,110.0,9.982,1012.58,Partly cloudy throughout the day.
911,2006,8,16,22,Partly Cloudy,rain,20.438888888888894,20.438888888888894,0.67,10.9319,110.0,15.826300000000002,1012.41,Partly cloudy throughout the day.
912,2006,8,16,23,Partly Cloudy,rain,20.427777777777774,20.427777777777774,0.7,10.3362,112.0,14.9569,1012.66,Partly cloudy throughout the day.
913,2006,8,17,0,Partly Cloudy,rain,19.35555555555556,19.35555555555556,0.74,11.0124,139.0,15.826300000000002,1012.6,Partly cloudy until morning.
914,2006,8,17,1,Partly Cloudy,rain,18.75,18.75,0.76,10.835300000000002,139.0,15.826300000000002,1012.59,Partly cloudy until morning.
915,2006,8,17,2,Clear,rain,19.87777777777778,19.87777777777778,0.85,10.143,139.0,14.9569,1012.55,Partly cloudy until morning.
916,2006,8,17,3,Partly Cloudy,rain,17.22222222222222,17.22222222222222,0.84,13.9265,138.0,15.826300000000002,1012.09,Partly cloudy until morning.
917,2006,8,17,4,Partly Cloudy,rain,16.644444444444446,16.644444444444446,0.87,14.3451,138.0,15.826300000000002,1012.11,Partly cloudy until morning.
918,2006,8,17,5,Partly Cloudy,rain,16.549999999999997,16.549999999999997,0.88,10.0142,146.0,14.9569,1012.39,Partly cloudy until morning.
919,2006,8,17,6,Clear,rain,16.094444444444445,16.094444444444445,0.87,9.4829,149.0,8.1305,1012.38,Partly cloudy until morning.
920,2006,8,17,7,Partly Cloudy,rain,17.666666666666668,17.666666666666668,0.84,10.996300000000002,131.0,9.982,1012.66,Partly cloudy until morning.
921,2006,8,17,8,Partly Cloudy,rain,20.78333333333333,20.78333333333333,0.7,14.812,148.0,9.982,1012.65,Partly cloudy until morning.
922,2006,8,17,9,Partly Cloudy,rain,22.73333333333333,22.73333333333333,0.67,15.4721,159.0,9.982,1012.39,Partly cloudy until morning.
923,2006,8,17,10,Partly Cloudy,rain,26.016666666666666,26.016666666666666,0.55,16.856700000000004,179.0,9.982,1012.47,Partly cloudy until morning.
924,2006,8,17,11,Clear,rain,26.12777777777778,26.12777777777778,0.58,13.2825,189.0,15.262800000000002,1012.91,Partly cloudy until morning.
925,2006,8,17,12,Clear,rain,28.838888888888885,29.61111111111111,0.51,9.66,177.0,9.982,0.0,Partly cloudy until morning.
926,2006,8,17,13,Partly Cloudy,rain,29.00555555555555,29.75,0.51,10.8031,197.0,9.982,1012.36,Partly cloudy until morning.
927,2006,8,17,14,Clear,rain,31.03333333333333,31.71111111111111,0.45,7.647500000000001,201.0,10.3523,1012.33,Partly cloudy until morning.
928,2006,8,17,15,Clear,rain,31.13333333333334,30.6,0.36,11.1734,160.0,16.0517,1011.95,Partly cloudy until morning.
929,2006,8,17,16,Clear,rain,31.13333333333334,31.261111111111106,0.41,11.27,186.0,9.982,1011.74,Partly cloudy until morning.
930,2006,8,17,17,Partly Cloudy,rain,31.21111111111112,31.327777777777776,0.41,10.7709,165.0,10.3523,1011.73,Partly cloudy until morning.
931,2006,8,17,18,Clear,rain,30.022222222222226,30.705555555555552,0.48,11.0768,162.0,9.982,1011.45,Partly cloudy until morning.
932,2006,8,17,19,Clear,rain,27.872222222222224,29.07222222222222,0.58,9.177,170.0,9.982,1011.65,Partly cloudy until morning.
933,2006,8,17,20,Partly Cloudy,rain,25.40555555555556,25.40555555555556,0.66,7.969500000000001,168.0,9.982,1011.99,Partly cloudy until morning.
934,2006,8,17,21,Partly Cloudy,rain,22.75555555555555,22.75555555555555,0.79,4.6207,178.0,9.982,1012.36,Partly cloudy until morning.
935,2006,8,17,22,Partly Cloudy,rain,22.68888888888889,22.68888888888889,0.79,6.5849,150.0,15.826300000000002,1012.47,Partly cloudy until morning.
936,2006,8,17,23,Clear,rain,21.2,21.2,0.84,6.5044,132.0,14.9569,1012.57,Partly cloudy until morning.
937,2006,8,18,0,Clear,rain,21.550000000000004,21.550000000000004,0.81,6.391700000000001,152.0,15.826300000000002,1012.66,Partly cloudy starting overnight continuing until night.
938,2006,8,18,1,Clear,rain,21.43888888888889,21.43888888888889,0.82,10.835300000000002,150.0,15.826300000000002,1012.39,Partly cloudy starting overnight continuing until night.
939,2006,8,18,2,Partly Cloudy,rain,19.50555555555556,19.50555555555556,0.92,2.898,211.0,14.9569,1015.42,Partly cloudy starting overnight continuing until night.
940,2006,8,18,3,Partly Cloudy,rain,19.86111111111111,19.86111111111111,0.88,13.4918,140.0,15.826300000000002,1012.38,Partly cloudy starting overnight continuing until night.
941,2006,8,18,4,Partly Cloudy,rain,19.33333333333333,19.33333333333333,0.87,10.948,150.0,15.826300000000002,1012.48,Partly cloudy starting overnight continuing until night.
942,2006,8,18,5,Partly Cloudy,rain,18.75,18.75,0.91,10.1591,147.0,14.876400000000002,1012.44,Partly cloudy starting overnight continuing until night.
943,2006,8,18,6,Clear,rain,18.84444444444445,18.84444444444445,0.9,7.985600000000001,159.0,7.1323,1012.47,Partly cloudy starting overnight continuing until night.
944,2006,8,18,7,Mostly Cloudy,rain,19.91111111111111,19.91111111111111,0.87,10.996300000000002,150.0,9.8049,1012.85,Partly cloudy starting overnight continuing until night.
945,2006,8,18,8,Partly Cloudy,rain,22.10555555555556,22.10555555555556,0.81,14.49,168.0,9.8371,1012.81,Partly cloudy starting overnight continuing until night.
946,2006,8,18,9,Clear,rain,24.95,24.95,0.69,16.0195,180.0,9.9015,0.0,Partly cloudy starting overnight continuing until night.
947,2006,8,18,10,Mostly Cloudy,rain,25.0,25.0,0.74,11.1573,179.0,9.982,1013.17,Partly cloudy starting overnight continuing until night.
948,2006,8,18,11,Mostly Cloudy,rain,27.3,29.12777777777778,0.67,13.7816,180.0,9.982,1014.0,Partly cloudy starting overnight continuing until night.
949,2006,8,18,12,Mostly Cloudy,rain,27.96666666666667,29.627777777777776,0.62,16.0034,170.0,9.982,1013.21,Partly cloudy starting overnight continuing until night.
950,2006,8,18,13,Mostly Cloudy,rain,30.11666666666666,31.272222222222226,0.5,17.388,162.0,9.982,1012.98,Partly cloudy starting overnight continuing until night.
951,2006,8,18,14,Mostly Cloudy,rain,31.04444444444444,31.688888888888894,0.45,23.667,181.0,9.982,1012.5,Partly cloudy starting overnight continuing until night.
952,2006,8,18,15,Mostly Cloudy,rain,31.20555555555556,32.45555555555556,0.47,17.516800000000003,183.0,11.2056,1012.44,Partly cloudy starting overnight continuing until night.
953,2006,8,18,16,Mostly Cloudy,rain,32.17222222222222,32.91111111111111,0.42,16.2932,211.0,9.982,1012.52,Partly cloudy starting overnight continuing until night.
954,2006,8,18,17,Mostly Cloudy,rain,32.544444444444444,33.17777777777778,0.4,12.380900000000002,220.0,10.3523,1012.62,Partly cloudy starting overnight continuing until night.
955,2006,8,18,18,Mostly Cloudy,rain,31.03888888888889,31.622222222222224,0.44,10.1591,238.0,9.982,1012.44,Partly cloudy starting overnight continuing until night.
956,2006,8,18,19,Mostly Cloudy,rain,28.95555555555556,30.166666666666668,0.54,8.372000000000002,222.0,9.982,1012.65,Partly cloudy starting overnight continuing until night.
957,2006,8,18,20,Partly Cloudy,rain,26.47777777777777,26.47777777777777,0.64,7.744099999999999,232.0,10.3523,1013.44,Partly cloudy starting overnight continuing until night.
958,2006,8,18,21,Partly Cloudy,rain,22.916666666666668,22.916666666666668,0.73,8.05,211.0,9.982,1014.17,Partly cloudy starting overnight continuing until night.
959,2006,8,18,22,Partly Cloudy,rain,23.383333333333336,23.383333333333336,0.73,6.7298,211.0,15.826300000000002,1014.58,Partly cloudy starting overnight continuing until night.
960,2006,8,18,23,Partly Cloudy,rain,22.45,22.45,0.83,3.5098000000000003,249.0,14.9569,1015.15,Partly cloudy starting overnight continuing until night.
961,2006,8,19,0,Partly Cloudy,rain,22.600000000000005,22.600000000000005,0.77,6.0536,266.0,15.826300000000002,1015.69,Partly cloudy starting in the afternoon continuing until night.
962,2006,8,19,1,Partly Cloudy,rain,19.98333333333333,19.98333333333333,0.9,3.5581,196.0,15.826300000000002,1015.99,Partly cloudy starting in the afternoon continuing until night.
963,2006,8,19,2,Clear,rain,20.95555555555556,20.95555555555556,0.87,3.0751,121.0,15.826300000000002,1016.78,Partly cloudy starting in the afternoon continuing until night.
964,2006,8,19,3,Clear,rain,18.87222222222222,18.87222222222222,0.9,3.703,237.0,15.826300000000002,1016.49,Partly cloudy starting in the afternoon continuing until night.
965,2006,8,19,4,Clear,rain,18.33888888888889,18.33888888888889,0.93,6.4078,176.0,15.826300000000002,1016.69,Partly cloudy starting in the afternoon continuing until night.
966,2006,8,19,5,Clear,rain,18.850000000000005,18.850000000000005,0.93,5.6028,186.0,11.6886,1016.84,Partly cloudy starting in the afternoon continuing until night.
967,2006,8,19,6,Clear,rain,17.27777777777778,17.27777777777778,0.99,4.7978000000000005,174.0,11.2056,1017.27,Partly cloudy starting in the afternoon continuing until night.
968,2006,8,19,7,Clear,rain,19.916666666666664,19.916666666666664,0.87,4.9588,210.0,9.982,1017.3,Partly cloudy starting in the afternoon continuing until night.
969,2006,8,19,8,Clear,rain,23.600000000000005,23.600000000000005,0.74,7.921200000000001,243.0,10.3523,1017.88,Partly cloudy starting in the afternoon continuing until night.
970,2006,8,19,9,Clear,rain,25.99444444444445,25.99444444444445,0.61,10.9319,238.0,9.982,1017.85,Partly cloudy starting in the afternoon continuing until night.
971,2006,8,19,10,Clear,rain,27.73333333333333,28.62222222222222,0.55,12.7029,237.0,9.982,1017.78,Partly cloudy starting in the afternoon continuing until night.
972,2006,8,19,11,Clear,rain,28.79444444444444,29.366666666666667,0.5,15.906800000000002,230.0,9.982,1018.19,Partly cloudy starting in the afternoon continuing until night.
973,2006,8,19,12,Clear,rain,29.88333333333334,30.38888888888889,0.47,20.2538,259.0,9.982,1018.67,Partly cloudy starting in the afternoon continuing until night.
974,2006,8,19,13,Partly Cloudy,rain,30.97222222222222,31.59444444444445,0.45,17.227,248.0,9.982,1018.15,Partly cloudy starting in the afternoon continuing until night.
975,2006,8,19,14,Partly Cloudy,rain,31.916666666666668,32.422222222222224,0.41,11.253900000000002,255.0,10.3523,1017.78,Partly cloudy starting in the afternoon continuing until night.
976,2006,8,19,15,Partly Cloudy,rain,32.12777777777777,32.75,0.42,15.439900000000002,220.0,9.982,1016.77,Partly cloudy starting in the afternoon continuing until night.
977,2006,8,19,16,Partly Cloudy,rain,32.12777777777777,32.22777777777778,0.39,17.3236,220.0,9.982,1017.07,Partly cloudy starting in the afternoon continuing until night.
978,2006,8,19,17,Partly Cloudy,rain,31.08333333333333,31.688888888888894,0.44,17.1626,238.0,9.982,1017.26,Partly cloudy starting in the afternoon continuing until night.
979,2006,8,19,18,Partly Cloudy,rain,31.016666666666666,31.622222222222224,0.44,12.380900000000002,221.0,9.982,1017.23,Partly cloudy starting in the afternoon continuing until night.
980,2006,8,19,19,Partly Cloudy,rain,27.266666666666666,28.80555555555556,0.64,10.8031,162.0,9.982,1016.27,Partly cloudy starting in the afternoon continuing until night.
981,2006,8,19,20,Partly Cloudy,rain,25.455555555555552,25.455555555555552,0.68,0.8855000000000002,328.0,10.3523,1016.14,Partly cloudy starting in the afternoon continuing until night.
982,2006,8,19,21,Partly Cloudy,rain,22.800000000000004,22.800000000000004,0.84,4.6207,182.0,9.982,1017.94,Partly cloudy starting in the afternoon continuing until night.
983,2006,8,19,22,Partly Cloudy,rain,23.216666666666672,23.216666666666672,0.79,6.1824,169.0,15.826300000000002,1017.58,Partly cloudy starting in the afternoon continuing until night.
984,2006,8,19,23,Clear,rain,22.23888888888889,22.23888888888889,0.85,2.7853000000000003,133.0,14.9569,1017.7,Partly cloudy starting in the afternoon continuing until night.
985,2006,8,2,0,Mostly Cloudy,rain,20.416666666666668,20.416666666666668,0.84,23.860200000000003,339.0,15.649200000000002,1008.14,Mostly cloudy throughout the day.
986,2006,8,2,1,Mostly Cloudy,rain,19.88333333333334,19.88333333333334,0.85,10.3684,329.0,15.649200000000002,1008.38,Mostly cloudy throughout the day.
987,2006,8,2,2,Partly Cloudy,rain,16.81111111111111,16.81111111111111,0.92,6.5688,354.0,14.9569,1009.23,Mostly cloudy throughout the day.
988,2006,8,2,3,Mostly Cloudy,rain,19.377777777777776,19.377777777777776,0.9,10.1913,29.0,15.7297,1007.8,Mostly cloudy throughout the day.
989,2006,8,2,4,Overcast,rain,18.86666666666666,18.86666666666666,0.93,4.9105,280.0,14.812,1007.64,Mostly cloudy throughout the day.
990,2006,8,2,5,Mostly Cloudy,rain,18.883333333333333,18.883333333333333,0.93,5.8121,292.0,13.9426,1007.73,Mostly cloudy throughout the day.
991,2006,8,2,6,Partly Cloudy,rain,17.872222222222224,17.872222222222224,0.97,5.119800000000001,280.0,10.8997,1008.14,Mostly cloudy throughout the day.
992,2006,8,2,7,Mostly Cloudy,rain,18.93888888888889,18.93888888888889,0.99,4.8783,254.0,10.8997,1009.1,Mostly cloudy throughout the day.
993,2006,8,2,8,Overcast,rain,20.08888888888889,20.08888888888889,0.92,9.7727,273.0,11.2056,1009.47,Mostly cloudy throughout the day.
994,2006,8,2,9,Overcast,rain,21.088888888888885,21.088888888888885,0.87,12.3326,318.0,11.27,1009.31,Mostly cloudy throughout the day.
995,2006,8,2,10,Mostly Cloudy,rain,22.17777777777778,22.17777777777778,0.81,12.799500000000002,319.0,11.2056,1009.21,Mostly cloudy throughout the day.
996,2006,8,2,11,Mostly Cloudy,rain,23.53333333333333,23.53333333333333,0.71,16.180500000000002,318.0,11.3988,1009.38,Mostly cloudy throughout the day.
997,2006,8,2,12,Mostly Cloudy,rain,23.84444444444445,23.84444444444445,0.69,14.2646,301.0,11.27,1009.41,Mostly cloudy throughout the day.
998,2006,8,2,13,Partly Cloudy,rain,24.95555555555556,24.95555555555556,0.62,12.719,318.0,11.27,1009.02,Mostly cloudy throughout the day.
999,2006,8,2,14,Partly Cloudy,rain,25.92222222222222,25.92222222222222,0.58,10.706500000000002,295.0,11.4471,1009.0,Mostly cloudy throughout the day.
1000,2006,8,2,15,Mostly Cloudy,rain,24.96111111111112,24.96111111111112,0.62,15.8746,290.0,11.27,1008.75,Mostly cloudy throughout the day.
1001,2006,8,2,16,Mostly Cloudy,rain,24.79444444444444,24.79444444444444,0.58,17.0338,319.0,11.27,1008.94,Mostly cloudy throughout the day.
1002,2006,8,2,17,Mostly Cloudy,rain,23.75555555555556,23.75555555555556,0.62,20.1572,319.0,11.4471,1008.76,Mostly cloudy throughout the day.
1003,2006,8,2,18,Mostly Cloudy,rain,22.127777777777776,22.127777777777776,0.68,21.8316,319.0,11.27,1008.95,Mostly cloudy throughout the day.
1004,2006,8,2,19,Mostly Cloudy,rain,21.06111111111111,21.06111111111111,0.68,13.7172,329.0,11.2056,1008.93,Mostly cloudy throughout the day.
1005,2006,8,2,20,Mostly Cloudy,rain,21.06666666666667,21.06666666666667,0.68,10.448900000000002,329.0,10.3523,1009.29,Mostly cloudy throughout the day.
1006,2006,8,2,21,Mostly Cloudy,rain,18.86666666666666,18.86666666666666,0.84,3.3649,290.0,9.982,1009.42,Mostly cloudy throughout the day.
1007,2006,8,2,22,Mostly Cloudy,rain,18.266666666666666,18.266666666666666,0.84,6.4078,309.0,15.826300000000002,1009.53,Mostly cloudy throughout the day.
1008,2006,8,2,23,Mostly Cloudy,rain,17.87777777777778,17.87777777777778,0.86,5.9731000000000005,292.0,14.9569,1009.78,Mostly cloudy throughout the day.
1009,2006,8,20,0,Partly Cloudy,rain,21.088888888888885,21.088888888888885,0.9,3.1878,110.0,15.826300000000002,1017.18,Partly cloudy starting in the afternoon.
1010,2006,8,20,1,Clear,rain,21.550000000000004,21.550000000000004,0.87,6.1502,120.0,15.826300000000002,1016.9,Partly cloudy starting in the afternoon.
1011,2006,8,20,2,Clear,rain,18.78333333333333,18.78333333333333,0.85,9.3058,312.0,14.9569,1017.18,Partly cloudy starting in the afternoon.
1012,2006,8,20,3,Clear,rain,19.97777777777777,19.97777777777777,0.93,3.2683,129.0,15.826300000000002,1016.59,Partly cloudy starting in the afternoon.
1013,2006,8,20,4,Clear,rain,20.99444444444445,20.99444444444445,0.88,6.359500000000001,140.0,15.826300000000002,1016.39,Partly cloudy starting in the afternoon.
